policy,trial_id,relation_type,criterion,severity,noise,recovery_regret,cost_regret,harm_regret,total_regret,recovered,utility,oracle_utility
qrtc,validation:501:FD+FW:soft_masking:0.25:0.10:0:qrtc,soft_masking,pi_3,0.25,0.1,0.0,0.0,0.0,0.15000000000000002,True,0.75,0.9
random,validation:501:FD+FW:soft_masking:0.25:0.10:0:random,soft_masking,pi_3,0.25,0.1,0.0,0.0,1.0,1.35,False,-0.45,0.9
cheapest_first,validation:501:FD+FW:soft_masking:0.25:0.10:0:cheapest_first,soft_masking,pi_3,0.25,0.1,0.0,0.0,1.0,1.2,False,-0.3,0.9
highest_stage_posterior,validation:501:FD+FW:soft_masking:0.25:0.10:0:highest_stage_posterior,soft_masking,pi_3,0.25,0.1,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
greedy_gain,validation:501:FD+FW:soft_masking:0.25:0.10:0:greedy_gain,soft_masking,pi_3,0.25,0.1,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
end_to_end,validation:501:FD+FW:soft_masking:0.25:0.10:0:end_to_end,soft_masking,pi_3,0.25,0.1,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
oracle,validation:501:FD+FW:soft_masking:0.25:0.10:0:oracle,soft_masking,pi_3,0.25,0.1,0.0,0.0,0.0,0.0,True,0.9,0.9
qrtc,validation:501:FD+FW:soft_masking:0.25:0.20:0:qrtc,soft_masking,pi_3,0.25,0.2,0.0,0.0,0.0,0.15000000000000002,True,0.75,0.9
random,validation:501:FD+FW:soft_masking:0.25:0.20:0:random,soft_masking,pi_3,0.25,0.2,0.0,0.0,1.0,1.35,False,-0.45,0.9
cheapest_first,validation:501:FD+FW:soft_masking:0.25:0.20:0:cheapest_first,soft_masking,pi_3,0.25,0.2,0.0,0.0,1.0,1.2,False,-0.3,0.9
highest_stage_posterior,validation:501:FD+FW:soft_masking:0.25:0.20:0:highest_stage_posterior,soft_masking,pi_3,0.25,0.2,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
greedy_gain,validation:501:FD+FW:soft_masking:0.25:0.20:0:greedy_gain,soft_masking,pi_3,0.25,0.2,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
end_to_end,validation:501:FD+FW:soft_masking:0.25:0.20:0:end_to_end,soft_masking,pi_3,0.25,0.2,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
oracle,validation:501:FD+FW:soft_masking:0.25:0.20:0:oracle,soft_masking,pi_3,0.25,0.2,0.0,0.0,0.0,0.0,True,0.9,0.9
qrtc,validation:501:FD+FW:soft_masking:0.50:0.00:0:qrtc,soft_masking,pi_3,0.5,0.0,0.0,0.0,0.0,0.15000000000000002,True,0.75,0.9
random,validation:501:FD+FW:soft_masking:0.50:0.00:0:random,soft_masking,pi_3,0.5,0.0,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
cheapest_first,validation:501:FD+FW:soft_masking:0.50:0.00:0:cheapest_first,soft_masking,pi_3,0.5,0.0,0.0,0.0,1.0,1.2,False,-0.3,0.9
highest_stage_posterior,validation:501:FD+FW:soft_masking:0.50:0.00:0:highest_stage_posterior,soft_masking,pi_3,0.5,0.0,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
greedy_gain,validation:501:FD+FW:soft_masking:0.50:0.00:0:greedy_gain,soft_masking,pi_3,0.5,0.0,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
end_to_end,validation:501:FD+FW:soft_masking:0.50:0.00:0:end_to_end,soft_masking,pi_3,0.5,0.0,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
oracle,validation:501:FD+FW:soft_masking:0.50:0.00:0:oracle,soft_masking,pi_3,0.5,0.0,0.0,0.0,0.0,0.0,True,0.9,0.9
qrtc,validation:501:FD+FW:soft_masking:0.50:0.05:0:qrtc,soft_masking,pi_3,0.5,0.05,0.0,0.0,0.0,0.15000000000000002,True,0.75,0.9
random,validation:501:FD+FW:soft_masking:0.50:0.05:0:random,soft_masking,pi_3,0.5,0.05,0.0,0.0,1.0,1.35,False,-0.45,0.9
cheapest_first,validation:501:FD+FW:soft_masking:0.50:0.05:0:cheapest_first,soft_masking,pi_3,0.5,0.05,0.0,0.0,1.0,1.2,False,-0.3,0.9
highest_stage_posterior,validation:501:FD+FW:soft_masking:0.50:0.05:0:highest_stage_posterior,soft_masking,pi_3,0.5,0.05,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
greedy_gain,validation:501:FD+FW:soft_masking:0.50:0.05:0:greedy_gain,soft_masking,pi_3,0.5,0.05,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
end_to_end,validation:501:FD+FW:soft_masking:0.50:0.05:0:end_to_end,soft_masking,pi_3,0.5,0.05,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
oracle,validation:501:FD+FW:soft_masking:0.50:0.05:0:oracle,soft_masking,pi_3,0.5,0.05,0.0,0.0,0.0,0.0,True,0.9,0.9
qrtc,validation:501:FD+FW:soft_masking:0.50:0.10:0:qrtc,soft_masking,pi_3,0.5,0.1,0.0,0.0,0.0,0.15000000000000002,True,0.75,0.9
random,validation:501:FD+FW:soft_masking:0.50:0.10:0:random,soft_masking,pi_3,0.5,0.1,0.0,0.0,1.0,1.4,False,-0.5,0.9
cheapest_first,validation:501:FD+FW:soft_masking:0.50:0.10:0:cheapest_first,soft_masking,pi_3,0.5,0.1,0.0,0.0,1.0,1.2,False,-0.3,0.9
highest_stage_posterior,validation:501:FD+FW:soft_masking:0.50:0.10:0:highest_stage_posterior,soft_masking,pi_3,0.5,0.1,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
greedy_gain,validation:501:FD+FW:soft_masking:0.50:0.10:0:greedy_gain,soft_masking,pi_3,0.5,0.1,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
end_to_end,validation:501:FD+FW:soft_masking:0.50:0.10:0:end_to_end,soft_masking,pi_3,0.5,0.1,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
oracle,validation:501:FD+FW:soft_masking:0.50:0.10:0:oracle,soft_masking,pi_3,0.5,0.1,0.0,0.0,0.0,0.0,True,0.9,0.9
qrtc,validation:501:FD+FW:soft_masking:0.50:0.20:0:qrtc,soft_masking,pi_3,0.5,0.2,0.0,0.0,0.0,0.15000000000000002,True,0.75,0.9
random,validation:501:FD+FW:soft_masking:0.50:0.20:0:random,soft_masking,pi_3,0.5,0.2,0.0,0.0,1.0,1.2,False,-0.3,0.9
cheapest_first,validation:501:FD+FW:soft_masking:0.50:0.20:0:cheapest_first,soft_masking,pi_3,0.5,0.2,0.0,0.0,1.0,1.2,False,-0.3,0.9
highest_stage_posterior,validation:501:FD+FW:soft_masking:0.50:0.20:0:highest_stage_posterior,soft_masking,pi_3,0.5,0.2,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
greedy_gain,validation:501:FD+FW:soft_masking:0.50:0.20:0:greedy_gain,soft_masking,pi_3,0.5,0.2,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
end_to_end,validation:501:FD+FW:soft_masking:0.50:0.20:0:end_to_end,soft_masking,pi_3,0.5,0.2,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
oracle,validation:501:FD+FW:soft_masking:0.50:0.20:0:oracle,soft_masking,pi_3,0.5,0.2,0.0,0.0,0.0,0.0,True,0.9,0.9
qrtc,validation:501:FD+FW:soft_masking:0.75:0.00:0:qrtc,soft_masking,pi_3,0.75,0.0,0.0,0.0,0.0,0.15000000000000002,True,0.75,0.9
random,validation:501:FD+FW:soft_masking:0.75:0.00:0:random,soft_masking,pi_3,0.75,0.0,0.0,0.0,1.0,1.2,False,-0.3,0.9
cheapest_first,validation:501:FD+FW:soft_masking:0.75:0.00:0:cheapest_first,soft_masking,pi_3,0.75,0.0,0.0,0.0,1.0,1.2,False,-0.3,0.9
highest_stage_posterior,validation:501:FD+FW:soft_masking:0.75:0.00:0:highest_stage_posterior,soft_masking,pi_3,0.75,0.0,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
greedy_gain,validation:501:FD+FW:soft_masking:0.75:0.00:0:greedy_gain,soft_masking,pi_3,0.75,0.0,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
end_to_end,validation:501:FD+FW:soft_masking:0.75:0.00:0:end_to_end,soft_masking,pi_3,0.75,0.0,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
oracle,validation:501:FD+FW:soft_masking:0.75:0.00:0:oracle,soft_masking,pi_3,0.75,0.0,0.0,0.0,0.0,0.0,True,0.9,0.9
qrtc,validation:501:FD+FW:soft_masking:0.75:0.05:0:qrtc,soft_masking,pi_3,0.75,0.05,0.0,0.0,0.0,0.15000000000000002,True,0.75,0.9
random,validation:501:FD+FW:soft_masking:0.75:0.05:0:random,soft_masking,pi_3,0.75,0.05,0.0,0.0,1.0,1.35,False,-0.45,0.9
cheapest_first,validation:501:FD+FW:soft_masking:0.75:0.05:0:cheapest_first,soft_masking,pi_3,0.75,0.05,0.0,0.0,1.0,1.2,False,-0.3,0.9
highest_stage_posterior,validation:501:FD+FW:soft_masking:0.75:0.05:0:highest_stage_posterior,soft_masking,pi_3,0.75,0.05,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
greedy_gain,validation:501:FD+FW:soft_masking:0.75:0.05:0:greedy_gain,soft_masking,pi_3,0.75,0.05,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
end_to_end,validation:501:FD+FW:soft_masking:0.75:0.05:0:end_to_end,soft_masking,pi_3,0.75,0.05,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
oracle,validation:501:FD+FW:soft_masking:0.75:0.05:0:oracle,soft_masking,pi_3,0.75,0.05,0.0,0.0,0.0,0.0,True,0.9,0.9
qrtc,validation:501:FD+FW:soft_masking:0.75:0.10:0:qrtc,soft_masking,pi_3,0.75,0.1,0.0,0.0,0.0,0.15000000000000002,True,0.75,0.9
random,validation:501:FD+FW:soft_masking:0.75:0.10:0:random,soft_masking,pi_3,0.75,0.1,0.0,0.0,1.0,1.4,False,-0.5,0.9
cheapest_first,validation:501:FD+FW:soft_masking:0.75:0.10:0:cheapest_first,soft_masking,pi_3,0.75,0.1,0.0,0.0,1.0,1.2,False,-0.3,0.9
highest_stage_posterior,validation:501:FD+FW:soft_masking:0.75:0.10:0:highest_stage_posterior,soft_masking,pi_3,0.75,0.1,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
greedy_gain,validation:501:FD+FW:soft_masking:0.75:0.10:0:greedy_gain,soft_masking,pi_3,0.75,0.1,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
end_to_end,validation:501:FD+FW:soft_masking:0.75:0.10:0:end_to_end,soft_masking,pi_3,0.75,0.1,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
oracle,validation:501:FD+FW:soft_masking:0.75:0.10:0:oracle,soft_masking,pi_3,0.75,0.1,0.0,0.0,0.0,0.0,True,0.9,0.9
qrtc,validation:501:FD+FW:soft_masking:0.75:0.20:0:qrtc,soft_masking,pi_3,0.75,0.2,0.0,0.0,0.0,0.15000000000000002,True,0.75,0.9
random,validation:501:FD+FW:soft_masking:0.75:0.20:0:random,soft_masking,pi_3,0.75,0.2,0.0,0.0,0.0,0.0,True,0.9,0.9
cheapest_first,validation:501:FD+FW:soft_masking:0.75:0.20:0:cheapest_first,soft_masking,pi_3,0.75,0.2,0.0,0.0,1.0,1.2,False,-0.3,0.9
highest_stage_posterior,validation:501:FD+FW:soft_masking:0.75:0.20:0:highest_stage_posterior,soft_masking,pi_3,0.75,0.2,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
greedy_gain,validation:501:FD+FW:soft_masking:0.75:0.20:0:greedy_gain,soft_masking,pi_3,0.75,0.2,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
end_to_end,validation:501:FD+FW:soft_masking:0.75:0.20:0:end_to_end,soft_masking,pi_3,0.75,0.2,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
oracle,validation:501:FD+FW:soft_masking:0.75:0.20:0:oracle,soft_masking,pi_3,0.75,0.2,0.0,0.0,0.0,0.0,True,0.9,0.9
qrtc,validation:501:FD+FW:soft_masking:1.00:0.00:0:qrtc,soft_masking,pi_3,1.0,0.0,0.0,0.0,0.0,0.15000000000000002,True,0.75,0.9
random,validation:501:FD+FW:soft_masking:1.00:0.00:0:random,soft_masking,pi_3,1.0,0.0,0.0,0.0,1.0,1.35,False,-0.45,0.9
cheapest_first,validation:501:FD+FW:soft_masking:1.00:0.00:0:cheapest_first,soft_masking,pi_3,1.0,0.0,0.0,0.0,1.0,1.2,False,-0.3,0.9
highest_stage_posterior,validation:501:FD+FW:soft_masking:1.00:0.00:0:highest_stage_posterior,soft_masking,pi_3,1.0,0.0,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
greedy_gain,validation:501:FD+FW:soft_masking:1.00:0.00:0:greedy_gain,soft_masking,pi_3,1.0,0.0,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
end_to_end,validation:501:FD+FW:soft_masking:1.00:0.00:0:end_to_end,soft_masking,pi_3,1.0,0.0,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
oracle,validation:501:FD+FW:soft_masking:1.00:0.00:0:oracle,soft_masking,pi_3,1.0,0.0,0.0,0.0,0.0,0.0,True,0.9,0.9
qrtc,validation:501:FD+FW:soft_masking:1.00:0.05:0:qrtc,soft_masking,pi_3,1.0,0.05,0.0,0.0,0.0,0.15000000000000002,True,0.75,0.9
random,validation:501:FD+FW:soft_masking:1.00:0.05:0:random,soft_masking,pi_3,1.0,0.05,0.0,0.0,1.0,1.4,False,-0.5,0.9
cheapest_first,validation:501:FD+FW:soft_masking:1.00:0.05:0:cheapest_first,soft_masking,pi_3,1.0,0.05,0.0,0.0,1.0,1.2,False,-0.3,0.9
highest_stage_posterior,validation:501:FD+FW:soft_masking:1.00:0.05:0:highest_stage_posterior,soft_masking,pi_3,1.0,0.05,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
greedy_gain,validation:501:FD+FW:soft_masking:1.00:0.05:0:greedy_gain,soft_masking,pi_3,1.0,0.05,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
end_to_end,validation:501:FD+FW:soft_masking:1.00:0.05:0:end_to_end,soft_masking,pi_3,1.0,0.05,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
oracle,validation:501:FD+FW:soft_masking:1.00:0.05:0:oracle,soft_masking,pi_3,1.0,0.05,0.0,0.0,0.0,0.0,True,0.9,0.9
qrtc,validation:501:FD+FW:soft_masking:1.00:0.10:0:qrtc,soft_masking,pi_3,1.0,0.1,0.0,0.0,0.0,0.15000000000000002,True,0.75,0.9
random,validation:501:FD+FW:soft_masking:1.00:0.10:0:random,soft_masking,pi_3,1.0,0.1,0.0,0.0,1.0,1.2,False,-0.3,0.9
cheapest_first,validation:501:FD+FW:soft_masking:1.00:0.10:0:cheapest_first,soft_masking,pi_3,1.0,0.1,0.0,0.0,1.0,1.2,False,-0.3,0.9
highest_stage_posterior,validation:501:FD+FW:soft_masking:1.00:0.10:0:highest_stage_posterior,soft_masking,pi_3,1.0,0.1,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
greedy_gain,validation:501:FD+FW:soft_masking:1.00:0.10:0:greedy_gain,soft_masking,pi_3,1.0,0.1,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
end_to_end,validation:501:FD+FW:soft_masking:1.00:0.10:0:end_to_end,soft_masking,pi_3,1.0,0.1,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
oracle,validation:501:FD+FW:soft_masking:1.00:0.10:0:oracle,soft_masking,pi_3,1.0,0.1,0.0,0.0,0.0,0.0,True,0.9,0.9
qrtc,validation:501:FD+FW:soft_masking:1.00:0.20:0:qrtc,soft_masking,pi_3,1.0,0.2,0.0,0.0,0.0,0.15000000000000002,True,0.75,0.9
random,validation:501:FD+FW:soft_masking:1.00:0.20:0:random,soft_masking,pi_3,1.0,0.2,0.0,0.0,1.0,1.4,False,-0.5,0.9
cheapest_first,validation:501:FD+FW:soft_masking:1.00:0.20:0:cheapest_first,soft_masking,pi_3,1.0,0.2,0.0,0.0,1.0,1.2,False,-0.3,0.9
highest_stage_posterior,validation:501:FD+FW:soft_masking:1.00:0.20:0:highest_stage_posterior,soft_masking,pi_3,1.0,0.2,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
greedy_gain,validation:501:FD+FW:soft_masking:1.00:0.20:0:greedy_gain,soft_masking,pi_3,1.0,0.2,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
end_to_end,validation:501:FD+FW:soft_masking:1.00:0.20:0:end_to_end,soft_masking,pi_3,1.0,0.2,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
oracle,validation:501:FD+FW:soft_masking:1.00:0.20:0:oracle,soft_masking,pi_3,1.0,0.2,0.0,0.0,0.0,0.0,True,0.9,0.9
qrtc,validation:501:FD+FW:independent:0.25:0.00:0:qrtc,independent,pi_3,0.25,0.0,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
random,validation:501:FD+FW:independent:0.25:0.00:0:random,independent,pi_3,0.25,0.0,0.0,0.0,1.0,1.35,False,-0.45,0.9
cheapest_first,validation:501:FD+FW:independent:0.25:0.00:0:cheapest_first,independent,pi_3,0.25,0.0,0.0,0.0,1.0,1.2,False,-0.3,0.9
highest_stage_posterior,validation:501:FD+FW:independent:0.25:0.00:0:highest_stage_posterior,independent,pi_3,0.25,0.0,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
greedy_gain,validation:501:FD+FW:independent:0.25:0.00:0:greedy_gain,independent,pi_3,0.25,0.0,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
end_to_end,validation:501:FD+FW:independent:0.25:0.00:0:end_to_end,independent,pi_3,0.25,0.0,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
oracle,validation:501:FD+FW:independent:0.25:0.00:0:oracle,independent,pi_3,0.25,0.0,0.0,0.0,0.0,0.0,True,0.9,0.9
qrtc,validation:501:FD+FW:independent:0.25:0.05:0:qrtc,independent,pi_3,0.25,0.05,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
random,validation:501:FD+FW:independent:0.25:0.05:0:random,independent,pi_3,0.25,0.05,0.0,0.0,1.0,1.2,False,-0.3,0.9
cheapest_first,validation:501:FD+FW:independent:0.25:0.05:0:cheapest_first,independent,pi_3,0.25,0.05,0.0,0.0,1.0,1.2,False,-0.3,0.9
highest_stage_posterior,validation:501:FD+FW:independent:0.25:0.05:0:highest_stage_posterior,independent,pi_3,0.25,0.05,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
greedy_gain,validation:501:FD+FW:independent:0.25:0.05:0:greedy_gain,independent,pi_3,0.25,0.05,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
end_to_end,validation:501:FD+FW:independent:0.25:0.05:0:end_to_end,independent,pi_3,0.25,0.05,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
oracle,validation:501:FD+FW:independent:0.25:0.05:0:oracle,independent,pi_3,0.25,0.05,0.0,0.0,0.0,0.0,True,0.9,0.9
qrtc,validation:501:FD+FW:independent:0.25:0.10:0:qrtc,independent,pi_3,0.25,0.1,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
random,validation:501:FD+FW:independent:0.25:0.10:0:random,independent,pi_3,0.25,0.1,0.0,0.0,1.0,1.35,False,-0.45,0.9
cheapest_first,validation:501:FD+FW:independent:0.25:0.10:0:cheapest_first,independent,pi_3,0.25,0.1,0.0,0.0,1.0,1.2,False,-0.3,0.9
highest_stage_posterior,validation:501:FD+FW:independent:0.25:0.10:0:highest_stage_posterior,independent,pi_3,0.25,0.1,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
greedy_gain,validation:501:FD+FW:independent:0.25:0.10:0:greedy_gain,independent,pi_3,0.25,0.1,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
end_to_end,validation:501:FD+FW:independent:0.25:0.10:0:end_to_end,independent,pi_3,0.25,0.1,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
oracle,validation:501:FD+FW:independent:0.25:0.10:0:oracle,independent,pi_3,0.25,0.1,0.0,0.0,0.0,0.0,True,0.9,0.9
qrtc,validation:501:FD+FW:independent:0.25:0.20:0:qrtc,independent,pi_3,0.25,0.2,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
random,validation:501:FD+FW:independent:0.25:0.20:0:random,independent,pi_3,0.25,0.2,0.0,0.0,1.0,1.35,False,-0.45,0.9
cheapest_first,validation:501:FD+FW:independent:0.25:0.20:0:cheapest_first,independent,pi_3,0.25,0.2,0.0,0.0,1.0,1.2,False,-0.3,0.9
highest_stage_posterior,validation:501:FD+FW:independent:0.25:0.20:0:highest_stage_posterior,independent,pi_3,0.25,0.2,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
greedy_gain,validation:501:FD+FW:independent:0.25:0.20:0:greedy_gain,independent,pi_3,0.25,0.2,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
end_to_end,validation:501:FD+FW:independent:0.25:0.20:0:end_to_end,independent,pi_3,0.25,0.2,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
oracle,validation:501:FD+FW:independent:0.25:0.20:0:oracle,independent,pi_3,0.25,0.2,0.0,0.0,0.0,0.0,True,0.9,0.9
qrtc,validation:501:FD+FW:independent:0.50:0.00:0:qrtc,independent,pi_3,0.5,0.0,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
random,validation:501:FD+FW:independent:0.50:0.00:0:random,independent,pi_3,0.5,0.0,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
cheapest_first,validation:501:FD+FW:independent:0.50:0.00:0:cheapest_first,independent,pi_3,0.5,0.0,0.0,0.0,1.0,1.2,False,-0.3,0.9
highest_stage_posterior,validation:501:FD+FW:independent:0.50:0.00:0:highest_stage_posterior,independent,pi_3,0.5,0.0,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
greedy_gain,validation:501:FD+FW:independent:0.50:0.00:0:greedy_gain,independent,pi_3,0.5,0.0,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
end_to_end,validation:501:FD+FW:independent:0.50:0.00:0:end_to_end,independent,pi_3,0.5,0.0,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
oracle,validation:501:FD+FW:independent:0.50:0.00:0:oracle,independent,pi_3,0.5,0.0,0.0,0.0,0.0,0.0,True,0.9,0.9
qrtc,validation:501:FD+FW:independent:0.50:0.05:0:qrtc,independent,pi_3,0.5,0.05,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
random,validation:501:FD+FW:independent:0.50:0.05:0:random,independent,pi_3,0.5,0.05,0.0,0.0,1.0,1.35,False,-0.45,0.9
cheapest_first,validation:501:FD+FW:independent:0.50:0.05:0:cheapest_first,independent,pi_3,0.5,0.05,0.0,0.0,1.0,1.2,False,-0.3,0.9
highest_stage_posterior,validation:501:FD+FW:independent:0.50:0.05:0:highest_stage_posterior,independent,pi_3,0.5,0.05,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
greedy_gain,validation:501:FD+FW:independent:0.50:0.05:0:greedy_gain,independent,pi_3,0.5,0.05,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
end_to_end,validation:501:FD+FW:independent:0.50:0.05:0:end_to_end,independent,pi_3,0.5,0.05,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
oracle,validation:501:FD+FW:independent:0.50:0.05:0:oracle,independent,pi_3,0.5,0.05,0.0,0.0,0.0,0.0,True,0.9,0.9
qrtc,validation:501:FD+FW:independent:0.50:0.10:0:qrtc,independent,pi_3,0.5,0.1,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
random,validation:501:FD+FW:independent:0.50:0.10:0:random,independent,pi_3,0.5,0.1,0.0,0.0,1.0,1.4,False,-0.5,0.9
cheapest_first,validation:501:FD+FW:independent:0.50:0.10:0:cheapest_first,independent,pi_3,0.5,0.1,0.0,0.0,1.0,1.2,False,-0.3,0.9
highest_stage_posterior,validation:501:FD+FW:independent:0.50:0.10:0:highest_stage_posterior,independent,pi_3,0.5,0.1,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
greedy_gain,validation:501:FD+FW:independent:0.50:0.10:0:greedy_gain,independent,pi_3,0.5,0.1,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
end_to_end,validation:501:FD+FW:independent:0.50:0.10:0:end_to_end,independent,pi_3,0.5,0.1,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
oracle,validation:501:FD+FW:independent:0.50:0.10:0:oracle,independent,pi_3,0.5,0.1,0.0,0.0,0.0,0.0,True,0.9,0.9
qrtc,validation:501:FD+FW:independent:0.50:0.20:0:qrtc,independent,pi_3,0.5,0.2,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
random,validation:501:FD+FW:independent:0.50:0.20:0:random,independent,pi_3,0.5,0.2,0.0,0.0,1.0,1.2,False,-0.3,0.9
cheapest_first,validation:501:FD+FW:independent:0.50:0.20:0:cheapest_first,independent,pi_3,0.5,0.2,0.0,0.0,1.0,1.2,False,-0.3,0.9
highest_stage_posterior,validation:501:FD+FW:independent:0.50:0.20:0:highest_stage_posterior,independent,pi_3,0.5,0.2,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
greedy_gain,validation:501:FD+FW:independent:0.50:0.20:0:greedy_gain,independent,pi_3,0.5,0.2,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
end_to_end,validation:501:FD+FW:independent:0.50:0.20:0:end_to_end,independent,pi_3,0.5,0.2,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
oracle,validation:501:FD+FW:independent:0.50:0.20:0:oracle,independent,pi_3,0.5,0.2,0.0,0.0,0.0,0.0,True,0.9,0.9
qrtc,validation:501:FD+FW:independent:0.75:0.00:0:qrtc,independent,pi_3,0.75,0.0,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
random,validation:501:FD+FW:independent:0.75:0.00:0:random,independent,pi_3,0.75,0.0,0.0,0.0,1.0,1.2,False,-0.3,0.9
cheapest_first,validation:501:FD+FW:independent:0.75:0.00:0:cheapest_first,independent,pi_3,0.75,0.0,0.0,0.0,1.0,1.2,False,-0.3,0.9
highest_stage_posterior,validation:501:FD+FW:independent:0.75:0.00:0:highest_stage_posterior,independent,pi_3,0.75,0.0,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
greedy_gain,validation:501:FD+FW:independent:0.75:0.00:0:greedy_gain,independent,pi_3,0.75,0.0,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
end_to_end,validation:501:FD+FW:independent:0.75:0.00:0:end_to_end,independent,pi_3,0.75,0.0,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
oracle,validation:501:FD+FW:independent:0.75:0.00:0:oracle,independent,pi_3,0.75,0.0,0.0,0.0,0.0,0.0,True,0.9,0.9
qrtc,validation:501:FD+FW:independent:0.75:0.05:0:qrtc,independent,pi_3,0.75,0.05,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
random,validation:501:FD+FW:independent:0.75:0.05:0:random,independent,pi_3,0.75,0.05,0.0,0.0,1.0,1.35,False,-0.45,0.9
cheapest_first,validation:501:FD+FW:independent:0.75:0.05:0:cheapest_first,independent,pi_3,0.75,0.05,0.0,0.0,1.0,1.2,False,-0.3,0.9
highest_stage_posterior,validation:501:FD+FW:independent:0.75:0.05:0:highest_stage_posterior,independent,pi_3,0.75,0.05,0.0,0.0,0.0,0.050000000000000044,True,0.85,0.9
